RPS_Number,StructureName,Description,StreetNumber,StreetAddress,Townland,NIAH_Ref,RMP_REF,Lat,Long
193,The Gladstone Inn,Public House with historic shopfront,16,The Cross,Skerries,11311007,,53.5807491718167,-6.10818454505671
197,Hamilton Monument,Obelisk-style monument,,Strand Street,Skerries,11311010,,53.5806841458719,-6.10702431408753
196,Post Office,Building with traditional shopfront,11,Strand Street,Skerries,11311009,,53.5808747189797,-6.1067805476348
190,Slieve Donard,Two-storey house with decorative external mouldings & balcony,12,Harbour Road,Skerries,11311024,,53.5825268368118,-6.10551733900161
183,Skerries Harbour,18th century limestone pier,,Harbour Road,Townparks (Skerries),11311001,,53.5854134611435,-6.10657756781901
203,The Red Bank Restaurant,Redbrick three-bay two-storey former bank with dormer attic,7,Church Street,Skerries,11311039,,53.5796863688097,-6.1088462604196
199,Wesleyan Methodist Church,Double-height stone church,,Strand Street,Skerries,11311011,,53.5797981579164,-6.10706392391949
200,Garda Station,Semi-detached two-storey four-bay former house,90,Strand Street,Skerries,11311026,,53.5796022076324,-6.10696813483287
204,Nealon's Public House,Public House with traditional imber shoppub,12,Church Street,Skerries,11311012,,53.5793316797358,-6.10854845902634
212,,Three-bey two-storey 19th century house,17,Little Strand Street,Townparks (Skerries),,,53.579189848281,-6.10794057244369
198,Ivetta,House with decorative external plasterwork,34,Strand Street,Skerries,11311014,,53.5793507363843,-6.10631287984046
209,The Coast Inn,Two adjoining three-bay two-storey structures with traditional shopfront & pubfront,66 & 67,Church Street,Skerries,11311015,,53.578875620188,-6.10872564815447
208,,Two-bay two-storey house,65,Church Street,Skerries,,,53.578856149944,-6.10847821995629
205,,Five-bay single-storey thatched dwelling,17,Church Street,Skerries,11311019,,53.5790131609677,-6.10807915170704
206,,House with traditional timber shopfront,21,Church Street,Skerries,11311016,,53.5786641747696,-6.1076504204101
202,St. Patrick's Roman Catholic Church,Detached early 20th century Catholic Church,,Strand Street,Skerries,11311020,,53.5783316808119,-6.10678970820354
201,Skerries Library,Detached limestone Carnegie library builiding with projecting tower,80,Strand Street,Skerries,11311017,,53.5785928194801,-6.1065820066694
207,Seapark,Five-bay three-storey house,39,Church Street,Townparks (Skerries),,,53.5766984768536,-6.10630081281958
227,Kibe Well,Holy well,,Mill Hill,Townparks (Skerries),,DU005-030,53.5750528981719,-6.10717046120947
213,Ivy House,Three-bay two-storey 19th house with projecting timber entrance porch,42,Holmpatrick,Townparks (Skerries),,,53.573836926919,-6.10342993434142
226,Holmpatrick Church of Ireland Church,19th century Anglican church and graveyard,,Millers Lane,Skerries,11311032,,53.5742332291804,-6.10546115309734
228,Skerries Mill,"Former watermill building & complex, incl mill race, millpond, sluice and water wheel",,Mill Hill,Townparks (Skerries),11311031,DU005-029,53.5743187056358,-6.11011111137406
229,The Great Windmill,"Restored circular windmill, rendered with mansard roof & five sails",,Mill Hill,Townparks (Skerries),11311029,DU005-028,53.5750494498577,-6.1100884882182
230,The Small Windmill,"Restored windmill, unrendered with thatched conical roof & four sails",,Mill Hill,Townparks (Skerries),11311030,DU005-02701,53.5745966944714,-6.1130347978529
192,Station Masters House,Former Station Master's House,,Station Road,Skerries,,,53.5739821415175,-6.11854480631874
191,Skerries Railway Station,Railway Station Buildings & Signal Box,,Station Road,Skerries,11311036 & 11311035,,53.573953096915,-6.11896552895882
105,Castle,"Remains of stone tower, known as ""The Black Castle""",,Drogheda Road,Naul,,DU004-04502,53.5881125552283,-6.28959796427902
103,Lady Well,Holy Well,,Balbriggan Road,Naul,,DU004-04503,53.5878845460167,-6.28742923130564
106,Naul Bridge,Stone road bridge over River Delvin,,Drogheda Road,Naul,11308003,,53.5881999497662,-6.29208602629721
127,Garristown Barrow,Barrows are earthern burial mounds,,Newtown Lane,Newtown (Garristown),,DU003-003,53.5561369280488,-6.41910619760656
128,Laurel Mount,Nine-bay single-storey house with doric porch,,Borranstown Road,Borranstown,11313001,,53.5479370560637,-6.4113552252186
138,Thatched Cottage,Four-bay single-storey thatched dwelling,,Adamstown Cross Roads,Adamstown,11314001,,53.5529413962695,-6.35998839742436
139,Burial Mound,Earthwork in fields at end of lane,,Knocklyon Lane,Adamstown,,DU004-018,53.5533152766905,-6.34089946642669
143,Trallie House,Five-bay two-storey 19th century house & Outbuildings,,Naul Road,Grallagh,11314008,,53.5428133904462,-6.32438046672931
147,Outbuildings of Wyanstown House,Fine stone barns and outoffices,,Brownscross to Ballyboghil Road,Oldtown,11320001,,53.53883562639,-6.3187480040055
160,St. Kenny's Well,Holy Well,,Naul Road,Hollywood Great,,DU004-022,53.5564427977601,-6.27064234935488
162,Possible Barrow,Low circular flat-topped mound (.75m high),,Hollywood Road,Hollywood Great,,DU004-021,53.5586811787208,-6.25953331188412
151,The Grange,Three-bay single-storey bonnetted thatched dwelling with modern extensions,,Drishoge Lane,Grange (Ballyboughil),,,53.5173760467166,-6.27575054804229
356,St. Columcille's Church,"Catholic Church, font, graveyard",,Chapel Lane,Swords Demense,11343010,DU011-070,53.4580094112502,-6.21722975035945
359,The Old School House Restaurant,Three-bay two-storey Tudor style former school house,,Church Road,Swords Demesne,11343012,,53.4566751583429,-6.22262359841917
361,Sexton's House,Three-bay single-storey aslar limestone Tudor style house,,Church Road,Swords Glebe,11343006,,53.4578919676112,-6.22370808613303
362,Old Vicarage,Three-bay two-storey former vicarage,,Church Road,Swords Glebe,11343004,,53.4580440765799,-6.22274565740472
372,National Irish Bank,Five-bay single-storey ashlar granite bank building,47,Main Street,Brazil (Swords),11343009,,53.4570743989144,-6.22069480614452
358,Parochial House,Three-bay two-storey redbrick parochial house,,Seatown Road,Swords Demesne,11335003,,53.4598235346535,-6.21595856272573
410,,Group of twelve mid 19th century terraced houses - No. 3 is two-bay two-storey house,3,St. James's Terrace,Malahide,11344001,,53.451231882453,-6.15192825068346
412,,Group of twelve mid 19th century terraced houses - No. 5 is two-bay three-storey house,5,St. James's Terrace,Malahide,11344001,,53.4513733970746,-6.15191362527122
413,,Group of twelve mid 19th century terraced houses - No. 6 is two-bay three-storey house,6,St. James's Terrace,Malahide,11344001,,53.4514390765028,-6.1519051191475
414,,Group of twelve mid 19th century terraced houses - No. 7 is two-bay three-storey house,7,St. James's Terrace,Malahide,11344001,,53.4515081241895,-6.15189646522244
415,,Group of twelve mid 19th century terraced houses - No. 8 is two-bay three-storey house,8,St. James's Terrace,Malahide,11344001,,53.4515789059827,-6.15189056072524
416,,Group of twelve mid 19th century terraced houses - No. 9 is two-bay three-storey house,9,St. James's Terrace,Malahide,11344001,,53.4516480420162,-6.15188755846409
417,,Group of twelve mid 19th century terraced houses - No. 10 is two-bay two-storey house,10,St. James's Terrace,Malahide,11344001,,53.4517204223863,-6.15187593496293
419,,Group of twelve mid 19th century terraced houses - No. 12 is two-bay two-storey house,12,St. James's Terrace,Malahide,11344001,,53.4518433461242,-6.15185928720746
420,Malahide Railway Viaduct,Railway viaduct across Broadmeadow Estuary,,Malahide Estuary,Malahide,,,53.4584018605429,-6.15544122196963
404,,Group of six sem-detached three-bay three-storey 19th century houses incl railings & gates,3,"Windsor Terrace, Church Road",Malahide,11344027,,53.4496483370389,-6.15287739367261
405,,Group of six sem-detached three-bay three-storey 19th century houses incl railings & gates,4,"Windsor Terrace, Church Road",Malahide,11344027,,53.4495194783333,-6.15284714366493
406,,Group of six sem-detached three-bay three-storey 19th century houses incl railings & gates,5,"Windsor Terrace, Church Road",Malahide,11344027,,53.4493259154506,-6.15278385530461
407,,Group of six sem-detached three-bay three-storey 19th century houses incl railings & gates,6,"Windsor Terrace, Church Road",Malahide,11344027,,53.4491901132092,-6.152765856001
387,Station Master's House,Redbrick former station masters house,,Dublin Road,Malahide,,,53.4506095379913,-6.15599617184183
388,Malahide Railway Station,"Railway Station, Signal Box, Pedestrian Bridge & Entrance",,Dublin Road,Malahide,11344008,,53.4507115842286,-6.1564458109668
386,Milestone,Cast-iron milestone in granite setting in boundary wall of thatched house 'Casino',,Dublin Road,Malahide,11344038,,53.4501999622835,-6.15749558585782
385,Casino,Large thatched dwelling in garden ornee style,,Dublin Road,Malahide,11344016,,53.4506689285253,-6.15830374102136
384,Malahide Abbey (in ruins),"Church in ruins, Graveyard and Sheela-na-gig within grounds of Malahide Castle",,off Dublin Road,Malahide Demesne,11344020,DU012-03101 to 03106,53.4449621576689,-6.16359453954021
383,Malahide Castle,"Castle, gatelodges (x4), stone outbuildings, entrance gates & piers",,Dublin Road,Malahide Demesne,11344019,DU012-030,53.4449296317744,-6.16457164748415
382,Lime Kiln (in ruins),"Remains of square stone lime kiln within grounds of Malahide Castle, west of castle building",,off Dublin Road,Malahide Demesne,,,53.4467359537286,-6.17072654165317
381,Thatched Dwelling,Two semi-detached single-storey thatched dwellings,,Bissett Strand,Malahide,11344045,,53.4537642934015,-6.16206737793703
423,Railway Bridge,Stone rail bridge over road,,The Strand,Malahide,11344015,,53.4522285756617,-6.15637409322919
426,Presbyterian Church,Mid-20th century Presbyterian Church with steeply pitch roof with flared eaves and copper clad spire,,Dublin Road,Malahide,,,53.4502688920148,-6.15926701134931
436,Tir na nOge,Large redbrick late 19th century house,,Church Road,Malahide,,,53.4486502787372,-6.15521881049257
437,St. Andrew's Church (C of I),Early 19th century Church of Ireland church,,Church Road,Malahide,11344049,,53.4482092921102,-6.1534536482138
427,St. Sylvester's GAA Club,End of terrace five-bay two-storey house with doric entrance porch,2,Church Road,Malahide,11344029,,53.450150744229,-6.15384733519654
439,St. Andrew's National School,Three-bay two-storey school house dated 1824,,Church Street,Malahide,11344034,,53.4489173649627,-6.15280956036642
438,Roseneath,Large Tudor-Revival style early 20th century house,,Church Road,Malahide,,,53.4475934229849,-6.15237318252669
380,Thatched Dwelling,Four-bay single-storey thatched dwelling,,Sea Road,Malahide,11344045,,53.4533753702132,-6.17202057742075
299,Former Lusk Post Office,"Exterior only of former Post Office, now residence",,Post Office Road,Greatcommon (Lusk),11323009,,53.5274877333974,-6.16773575790765
298,Tower of St. Macculin's C of I Church,Medieval Church Tower (incl early Christian Round Tower & effigal tombs),,Church Road,Lusk,11323010,DU008-01003,53.5262302716759,-6.16724806111862
297,Community Centre Former St. Macculin's C of I Church,Converted 19th century church structure & Graveyard,,Church Road,Lusk,11323010,DU008-01005,53.5261284893875,-6.16685097885245
296,Fingal House,Exterior only and entrance hall of 19th century building,,The Square/Main Street,Lusk,11323012,,53.5254769369699,-6.16570480950739
295,Clay Cottage,Four-bay single-storey thatched dwelling on road leading into Lusk village from Dublin,,"Dublin Road, Lusk",Ballough (Part of),11323024,,53.522879271861,-6.16752328372454
329,Mound,Earthwork,,Fieldstown to Swords Road,Newbarn,,DU011-004,53.4897900733323,-6.3198419889157
336,Lispopple Bridge,Road Bridge over Broadmeadow River,,,Lispopple,11327002,,53.4889952579578,-6.28468422797057
337,Roganstown House,"House, out-offices, lodge & gates",,Naul Road,Roganstown,11334010,,53.4866110038576,-6.27285340657154
657,Kilsallaghan Glebe,"House & gates, Former Glebe House",,,Glebe (Kilsallaghan),,,53.4763735589975,-6.32502327257766
658,Thorntown Lodge,House & out-offices,,Thorntown Lane,Dunmucky,,,53.4725451728294,-6.34684334528048
643,Corrstown House,"House, out-offices, gates & piers, now in grounds of golfcourse",,Corrstown Lane,Corrstown,11341001,,53.4597293662485,-6.32242898859684
639,Owens Bridge,Bridge & Ford,,Toberburr Road,Toberburr,,,53.4543441744543,-6.29428855933578
376,Leas House,Five-bay two-storey house,,Leas Cross,Leas,11334008,,53.4665990611525,-6.27327308064236
118,Garristown Bridge,Stone road bridge over River Delvin,,Ardcath Road,Commons Upper,,,53.5832462173848,-6.38069989500651
122,Church of the Assumption,Roman Catholic Church,,Main Street,Garristown,11313008,,53.5668130629664,-6.38276519600986
123,Garristown Library,Single storey limestone Carnegie library building,,Main Street,Garristown,11313007,,53.5664612511477,-6.38292728820447
117,Cockles Bridge,Stone road bridge over river,,Clonalvy Road,Glebe East,,,53.5750806819112,-6.35033137219648
96,Enclosure Site,Earthwork,,Groghan Lane,Balscadden,,DU004-003,53.6023740963556,-6.22931192424169
10,Potential Site,Earthwork,,,Balscadden,,DU004-003,53.6036308540597,-6.22160239676067
9,Potential Site,Earthwork,,,Balscadden,,,53.6096267864811,-6.22966706676075
97,Whitestown House,"19th century House, outbuildings, walled enclosure, entrance gates & 2 gateloges",,Toberstown Road,Whitestown (Balscadden ED),"11304005, (+06), 11303002",DU004-037,53.6009844988519,-6.24466665869819
233,Burial(s) Site of,Earthwork,,,Milverton,,DU005-032,53.5658393588361,-6.11686177628535
181,Ringfort (Rath/Cashel),Earthwork,,,Ardla,,DU005-026,53.5772411024702,-6.13208476185722
93,Ring-ditch,Earthwork,,,Hampton Demesne,,DU005-015,53.5871470983145,-6.172239503439
175,Ringfort possible site,Earthwork,,Balrothery to Man O'War Road,Darcystown/Hynespark,,DU005-020,53.5781286870135,-6.19147089138547
89,Ring-ditch,Earthwork,,,Gibbonsmoor (Balrothery),,DU005-014,53.5846104534453,-6.19733353486627
79,Potential Site,Earthwork,,Matt Road,Inch,,,53.5904311578917,-6.19469771588559
77,Ring ditch,Earthwork,,Matt Road,Stephenstown,,DU005-005,53.5930250021277,-6.19846768621618
95,Ringfort possible site,Earthwork,,,Kilsough,,DU005-00601,53.5946145033885,-6.17859652098917
174,Potential Site,Earthwork,,,Rowans Big,,,53.5655473033544,-6.20001992074578
652,Inscribed Stone(s),Archaeological feature,,Old Drogheda Road,Courtlough,,,53.5674600458524,-6.20743946309607
164,Ringfort possible site,Earthwork,,Balrickard Road,Balrickard,,DU004-016,53.5704701931297,-6.23412080610754
184,Lifeboat Station (Former),Original stone boathouse replaced with new lifeboat house,,Harbour Road,Skerries,,,53.5858467745864,-6.10564785661809
100,Ring-Ditch,Earthwork,,Doolagh Road,Doolagh,,DU001-002,53.6091179972111,-6.26208413097521
116,Enclosure site,Earthwork,,Fourknocks Road,Westown,,DU004-004,53.5832586080891,-6.31013319512162
120,Ringfort,Earthwork,,off Hedges Road,Commons Upper,,DU003-001,53.5851920498647,-6.3861334349439
163,Ring-ditch site,Earthwork,,,Walshestown,,DU004-015,53.563198270409,-6.24677013582129
140,Ringfort Site,Earthwork,,Grallagh Road,Grallagh,,DU004-019,53.5526497892397,-6.32987007361327
133,Ringfort possible site,Earthwork,,Fieldstown to Garristown Road,Wyestown,,DU006-004,53.5329177042215,-6.36183455968869
132,Enclosure site,Earthwork,,off Cornstown Road,Cornstown,,DU006-00302,53.5292467086031,-6.37189002699312
134,Potential Site,Earthwork,,,Palmerstown,,,53.5170293061513,-6.35932613736417
150,Ringfort Site,Earthwork,,Drishoge Lane,Grange (Ballyboghil),,DU007-014,53.5203724511175,-6.27568942076994
165,Ring-ditch site,Earthwork,,,Walshestown,,DU004-024,53.5592250508997,-6.23845711471199
166,Enclosure Site,Earthwork,,,Walshestown,,DU004-025,53.5589198776629,-6.23760955952207
167,Enclosure site,Earthwork,,,Rowans Little,,DU004-026,53.5617802017989,-6.22487288871591
310,Mound,Earthwork,,,Ballough,,,53.5298592872215,-6.18948945671349
307,Enclosure Site,Earthwork,,Lusk to Skerries Road,Collinstown,,DU008-002,53.5417068155836,-6.16321469264588
113,Mounds,Group of mounds,,Leckinstown Road,Knockbrack,,DU004-01204 to 01207,53.5717499214653,-6.25639410954324
231,Rail Bridge,Bridge over Road,,Dublin Road,Townparks (Skerries),11311037,,53.5711814026637,-6.11643761081975
232,Engine House,"Single-storey stone building with bell-cote, linked to porta-cabins",,"Roadstone Quarry, Dublin Road",Milverton,,,53.5678336109947,-6.11962271245114
234,Front Lodge,Main Gatelodge and entrance gates & piers of Milverton Demesne,,"Milverton Demesne, Grange Road",Milverton,11317003,,53.5696484197441,-6.13278068291959
773,Monastic Complex,Including Church Remains,,,St. Patrick's Island,,DU005-019,53.5852342552857,-6.07423946498312
17,Martello Tower,Former Martello Tower,,"King Strand, off Bath Road",Tankardstown (Balbriggan),11305009,DU002-004,53.6157715243007,-6.18320724241868
18,Bath House,Former stone boat house,,"King Strand, off Bath Road",Tankardstown,,,53.6162444711088,-6.18391844939501
19,Chimney of Former Hosiery Factory,Freestanding redbrick chimney stack,,"Seabanks, off Bath Road",Tankardstown,11305008,,53.6138857616365,-6.18433976911776
28,Marian House,"Former convent, currently used as school building",,Convent Lane,Balbriggan,11305006,,53.6124501106205,-6.18378423490628
30,Balbriggan Railway Station,Station building and stone outbuilding,,Railway Street,Balbriggan,11305001,,53.6117229399261,-6.18244399650515
27,Peacock House,Two-storey house recessed from street,79,Drogheda Street,Tankardstown (Balbriggan),,,53.6126632767295,-6.18798099835526
16,Tankard Ville,Thatched house,,Brecan Close,Tankardstown (Balbriggan),,DU002-011,53.6125110292638,-6.19139338592028
26,,Façade only of terraced house with decorative mouldings & shopfront,72,Drogheda Street,Tankardstown (Balbriggan),11305011,,53.6117260829255,-6.18712970114999
29,Chimney of Smyth's Factory,Freestanding redbrick chimney,,Convent Lane,Balbriggan,11305007,,53.6113825464497,-6.18419580359376
32,Former Smyth's  Factory,Facades of former Hosiery Factory (incl redbrick structures & buildings with commemorative medallions),,Railway Street (both sides of street),Balbriggan,11305003 & 11305004,,53.6113571701028,-6.18341973532026
31,Station Masters House,Former station master's house,,Railway Street,Balbriggan,11305002,,53.6114815584205,-6.18266008916443
24,Reynolds Shop,Façade only including timber shopfront,29,Drogheda Street,Balbriggan,,,53.6108917358957,-6.18499402020799
22,The Fashion Hall,Corner building including shopfront,19,Drogheda Street,Balbriggan,11305013,,53.6105831886895,-6.18436726171144
23,National Irish Bank,Bank building (Former Northern Bank),20,Drogheda Street,Balbriggan,11305014,,53.6104811041575,-6.18480592827382
20,Fingal House (Medical Centre),Façade only of corner building,2,Drogheda Street,Balbriggan,,,53.6098970681711,-6.18393958339564
33,Former Gallen's Factory,Former Cotton & Linen Factory,,Mill Street,Balbriggan,11305012,,53.6107337606573,-6.1826465084534
39,,Façade only of 2-storey house (excluding garages to east),30,Clonard Street,Balbriggan,,,53.609075448382,-6.18508016210734
41,,2-storey over basement structure with canopied shopfront,19,Bridge Street,Balbriggan,11305042,,53.6096797991306,-6.18330912606771
349,Former New Borough Female School,Thirteen-bay single-storey former School building to rear of No. 44 North Street,,rear of 44 North Street,Townparks (Swords),11335006,,53.4610635709457,-6.21716148336106
352,Mill Bridge,Stone single arched bridge carrying road over River Ward,,Bridge Street,Townparks (Swords),11343002,,53.4593714543141,-6.22167432997407
572,,One of pair of redbrick gable-fronted Edwardian houses with traditional timber shops on ground floor,14,Main Street,Howth,11359022 & 11359023,,53.385056230007,-6.06525779396795
569,Howth College,Stone walls of pre-1700 building,,Abbey Street,Howth,,DU015-030,53.3871644298061,-6.06572291451318
557,Church (ruin),Chapel ruins  in grounds of and close to Howth Castle.,,Grounds of Howth Castle,Howth Demesne,,DU015-026,53.386898647964,-6.07981169491995
556,Howth Castle,"Castle, Wings, Tower, Stables, Gates, and Chapel Grounds",,,Howth Demesne,11358029,DU015-02701,53.3861134413286,-6.07938537994962
554,The Manse (Prebyterian),"Detached three-bay two-storey Tudor-Gothic style house, associated with Presbyterian Church",,Howth Road,Burrow (Howth),11358025 & 11358024,,53.3903786760421,-6.08586492888557
555,Presbyterian Church,Late 19th century Presbyterian Church with castellated tower,,Howth Road,Howth,,,53.3903183969919,-6.08625742000123
585,The Great & Little Baily Promontory Fort,"Promontory Fort, Cashel & Midden - major archaeological complex",,off Thormanby Road,Howth,,DU016-003,53.3657885597481,-6.05576927352671
586,Old Baily Lighthouse Keeper's Cottages,Pair of semi-detached three-bay single-storey lighthouse keepers houses with dormer attics,,The Bailey,Howth,11367006,DU016-003,53.362878007122,-6.05356464413765
587,The Baily Lighthouse,"Coastguard station comprising of Lighthouse, Out offices and Tank.",,off Thormanby Road,Howth,11367007 & 11367008,DU016-00304,53.3615682506321,-6.05242003113227
584,Cairn at Blackheath,"Stone burial mound on Howth Head, in grounds of Howth Castle",,"Howth Head, off Windgate Road",Howth Demesne,,DU019-006,53.3698478025099,-6.07155196857733
580,Drumleck Castle,Site of Castle in grounds of Drumleck House,,Ceanchor Road,Censure (Howth),,DU019-007,53.3613494989824,-6.07829551298703
583,Tumulus at Dunhill,Cairn & Disc-Barrow - stone burial mounds,,Howth Head,Howth Demesne,,DU019-00401,53.3756278851319,-6.07690733998771
581,Passage Grave Cairn,"Cairn. Located within Howth Castle Demesne, south of Deerpark Hotel.",,Shielmartin,Sutton South,,DU019-003,53.3734874698639,-6.08353163157076
589,Martello Tower,19th century circular military stone martello tower,,,Ireland's Eye,11359042,DU015-016,53.4082940722249,-6.06976454050934
588,St. Nessan's Church,Remains of medieval church,,,Irelands Eye,,DU016-00101,53.4058113511323,-6.06474426501487
551,Corr Castle,Remains of 16th century castle of St. Lawrence family in open space at centre of apartment development,,Howth Road,Howth Demesne,,DU015-025,53.3899059705303,-6.09409804083682
552,Mound,Mound forms part of landscaped garden of residence (3m high),,Claremount Road,Quarry (Sutton),,DU015-020,53.3923641067005,-6.09425786875755
578,Sutton Castle (Formerly Sutton House Hotel),Four-storey Victorian Tudour-style house & gates,,Shielmartin Road,Sutton South,11366001,,53.3715017419696,-6.09385435526067
579,Martello Tower,Former Martello Tower adapted to residence,,off Shielmartin Road,Sutton South,11366017,DU019-005,53.3693467323528,-6.0960316356197
577,"""Sutton South""","Early 20th century structure, reputed to be designed by Frank Gibney",13,Carrickbrack Road,Sutton South,11366009,,53.3748770877799,-6.08899327527301
576,St. Fintan's Well,Holy Well.,,"""Iniscara"", Carrickbrack Road",Sutton South,,DU019-002,53.375007081336,-6.09009851388116
582,Portal Tomb,"Known as 'Aideen's Grave', in grounds of Deer Park Golf Course, Howth Castle",,"Deerpark Golfcourse, Howth Castle",Howth Demesne,,DU015-032,53.3796805867988,-6.08170227410707
545,Thatched House,Three-bay single-storey thatched dwelling,1,Main Street,Baldoyle,11358037,,53.3998131631193,-6.12857635809105
547,Station Master's House,Former Station Masters House,,Station Road,Sutton,,,53.3915985806809,-6.11561246289593
546,Sutton Railway Station,"Railway Station, Signal Box and cast-iron wall-mounted postbox in station wall",,Station Road,Sutton,11358014 & 11358015,,53.3919368516319,-6.11601397733022
550,Milestone,"Cast-iron milestone in granite setting in boundary wall of 'Ominica', No. 127 Dublin Road",,Dublin Road,Burrow (Sutton),,,53.3890969689652,-6.114491016944
549,Kilbarrack Church & Graveyard,Church is in ruins but walled graveyard has been extended and is still in use,,Dublin Road,Kilbarrack Lower,,DU015-02101 +-02102,53.3874232268742,-6.13307437703031
548,Milestone,Cast-iron milestone in granite setting in boundary wall of No. 28 Dublin Road,,Dublin Road,Kilbarrack Lower,11358047,,53.3861349396529,-6.13797875856655
553,Milestone,Cast-iron milestone in granite setting in boundary wall of railway line at Howth Rd near overbridge leading to Claremont Road,,Howth Road,Quarry (Howth),,,53.3909850493845,-6.09065919431475
125,Windmill (in ruins),"Remains of base of circular stone windmill, dated 1736 & hillfort site",,Windmill Road/Ashbourne Road,Garristown,11313005,DU003-00402,53.5635647545311,-6.39337094540533
70,Corn Mill,Former Mill (in ruins),,Mill Lane,Stephenstown,,DU005-051,53.6012006345869,-6.18662870758539
71,Mill Dam,Part of historic mill complex,,Mill Lane,Stephenstown,,DU005-051,53.6009878555274,-6.18637095261748
72,Mill Race,Part of historic mill complex,,Mill Lane,Stephenstown,,,53.6010038313646,-6.1860472074549
63,Parochial House,Early 20th century Parochial House to St. Peter's & Paul's Roman Catholic Church,90,Dublin Street,Balbriggan,11305036,,53.6037487587791,-6.1840399623824
62,St. Peter & Paul's Church,Mid-19th century Roman Catholic Church,,Dublin Street,Balbriggan,11305035,,53.6041885098309,-6.18387717694255
37,Lighthouse,Tapered cicular lighthouse,,Balbriggan Harbour,Balbriggan,11305017,,53.6129575488912,-6.17845082086396
225,Church (in ruins) & Graveyard,"Ecclesiastical Remains, remains of bell tower & old graveyard",,Millers Lane,Townparks (Skerries),11311033 & 11311041,DU005-031,53.5735653689051,-6.10560394450326
124,Thatched Dwelling,Four-bay single-story thatched dwelling with galvanised extension,,Dublin Road,Garristown,11313003,,53.5609278910058,-6.38473072311805
